Lat;Lon;Time Range;Apparent Fishing hours
70,8;31,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,301389
70,7;32,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,305556
70,6;29,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;26,323056
70,9;31,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;13,483889
70,9;31,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,494167
71,1;28,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,521944
71,4;29,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,998611
71,3;30;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,988056
70,9;29,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,635
70,7;31,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,607778
57,6;6,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;13,610278
57,5;7,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;23,231944
57,8;8,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,2425
57,8;9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,386667
57,9;9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,180278
57,9;9,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,865278
61,9;4,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;13,426111
61,9;4,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;17,584444
62;4,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,416111
61,9;4,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,491944
58,1;8,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,265556
58,3;8,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,016667
57,7;8,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,8675
60,4;5,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,585278
71,2;31,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,2525
71,3;31,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,961111
71,3;31,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,003611
71,2;31;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,975278
71,3;32,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,283611
70,1;29,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,902222
65,9;12;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,515556
66,4;11,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;150,687222
60,9;4,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,597778
70,8;29,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;28,803333
70,3;30,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,8525
70,7;30,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,412778
63,2;7,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,736667
70,4;31,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;29,730278
58,5;5,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;15,721389
58,2;6,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;16,371944
65,2;10,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,143889
65,1;10,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;16,556944
59,1;5,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,916389
60,3;2,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,393889
59,5;2,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;15,435
59,4;2,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,278611
59;2,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;26,580278
63,3;8,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;19,629444
62,5;5,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;29,513333
70,5;30,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,016111
70,6;31,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,928889
70,2;31,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,37
59,6;5,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;24,325278
61,9;4,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,458056
61,9;5,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,758889
62,6;6,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,8825
66;12,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;26,589167
63,7;9,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;18,172222
63,3;7,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,608333
59,9;5,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,003333
58;6,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,529167
58;6,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,471389
63;7,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;50,373611
59,4;5,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,336111
71;28,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,0825
66,1;12,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,465
63,8;8,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;19,548611
63,8;8,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,808611
60,1;5,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;41,3775
64,2;9,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,405556
63,6;10,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,895278
63,5;10,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,535278
70,7;32,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,987778
70,6;32,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,0475
70;29,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;18,376944
70;30,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,671667
63,3;7,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,8875
59;10,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;28,278889
65,1;11,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,066944
70,1;29,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,284444
58;8,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,250556
70,8;31;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;12,295833
70,1;31,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,931389
57,5;8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,981667
59,7;5,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,454167
65,2;10,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;22,229722
60,5;5,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,255556
60;5,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,635556
63,7;9,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;24,826667
63,4;2,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,418889
63,3;3,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,435
63,2;3,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,969444
63;3,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,880278
62,9;4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,754722
62,7;4,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,869167
62,6;4,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,420556
70,7;32,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,47
71,8;34;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,175
71,9;34,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,080278
62,6;5,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;56,713333
63,1;6,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;57,566944
63,1;6,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;34,188056
63;6,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,915278
63,1;6,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;18,2225
62,7;5,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;43,101111
70,9;31,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,998889
70,8;32;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,209722
70,7;31,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,615556
71,1;30,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,9975
71,1;30,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,9475
71;30,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,888056
62,7;6,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;23,939167
62,7;6,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,757222
62,6;6,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,856389
65,7;11,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,005556
65,5;11,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,975556
65,4;10,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,995278
65,2;10,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,161111
65;10,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,956667
65;10,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,7
65;10,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,053333
65;11;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,990556
66;11,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,764722
65,5;11,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,057222
65;11,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,041944
59,9;5,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,998056
70,7;28,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,5825
70,7;28,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,856667
70,6;28,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,155278
60,1;6,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,099444
66,2;12,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,236111
58,9;5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,014167
59;5,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,323889
61;2,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;22,459722
60,9;2,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,086111
60,5;2,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,526111
60,4;2,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;24,46
60,2;2,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,039722
60,3;2,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,012222
60,4;3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,833056
60,3;3,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,955833
59,1;2,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,457222
59;2,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,950278
60,2;3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,5525
59,7;3,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,039167
59,2;2,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,459444
71,2;31,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,89
71,1;31,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,121111
71;31,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;15,707778
62,4;4,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,411389
70,5;31,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,473611
66,4;6,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,418333
66,3;6,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;22,985833
66,4;7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,915556
66,4;6,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,114167
66,5;7,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,585556
62,9;7,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;35,594167
70,7;29,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,262222
64,9;8,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,863333
64,8;8,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,711111
64,7;9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;27,256111
64,5;8,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,754167
62,7;4,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;11,404722
62,7;5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;30,949167
58,7;5,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;27,895556
58,2;6,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;24,511667
59,8;2,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,180278
58,6;2,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;22,545
58,5;2,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;12,160556
58,4;2,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,585833
60,8;5,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,2325
69,7;29,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,375278
66,4;11,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;55,014167
71;28,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,115278
63,6;7,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,624167
71,1;30,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,165
59,2;2,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,733611
58,7;2,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,556111
58,7;2,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,056667
60,5;2,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,969722
60,5;3,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,617222
59;11,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,783333
59;10,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;16,312222
59;10,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;37,016944
62,6;6,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,169722
62,7;7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,617222
66,1;7,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,8475
66,1;7,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,088333
66;7,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,05
66;7,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,208889
63,7;9,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,871944
64;9,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,807222
63,9;9,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,623611
62,5;5,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,417222
70,9;32;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,722222
69,8;30,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;24,829722
63,8;10,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,7575
70,9;29,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;40,755833
63,3;8,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,250556
71,1;31,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,025556
71,1;31,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,8325
71;32;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,335833
63,4;7,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;18,338333
64,9;11,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,202778
60,3;6,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,545833
60,2;6,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,350833
60,1;5,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;13,093889
70,1;29,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,232222
61,1;2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;18,826389
61,1;2,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,381944
61;2,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,474722
63,1;7,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,836111
63;8,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,573611
57,7;8,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,815833
61,7;4,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,644167
66,3;9,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,980278
66,4;10;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,235833
66,4;10,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,661944
64,8;8,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,618889
63,6;9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;61,165833
59;9,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,55
71,8;33,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,796111
63,3;5,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,636944
63,3;5,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,213889
59,5;10,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;36,316389
71,3;30,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;13,4125
71,4;30,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,005556
71,3;30,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,196667
71,3;30,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,87
71,2;30,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,578056
71,2;30,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,426944
71,4;31;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;12,411111
71,4;31,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,128056
71,5;31,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,781667
66,2;6,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,605833
66,3;6,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,953333
66,2;7,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,626944
63,2;6,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,871667
63,1;7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,081667
71,8;34,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,024444
61,5;1,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,475
61,4;2,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,003333
61,2;2,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,693889
61,1;2,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,86
61;2,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,935
60,8;3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,662778
60,7;3,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,763056
60,2;3,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,967778
63,2;6,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,703333
63,2;6,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,317222
63,1;6,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,919722
62,9;7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,788056
63,2;8,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,240278
65,9;12,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;23,923611
63,8;9,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,270556
70,8;28,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,221389
70,8;28,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,5575
66,4;11,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;20,403889
66,4;12;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;24,097778
71;31,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,783333
65;8,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,077778
64,8;8,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,519444
64,6;9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;68,216944
62,4;6,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,08
62,5;6,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,330556
62,4;1,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,111944
60,9;2,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,39
61,6;5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,413056
59,6;3,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,135833
59,5;3,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,041111
59,2;3,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,961111
58;3,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,099722
58;3,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;21,955
58;4,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;12,504444
58;4,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,002778
58;4,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,226667
58;4,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,739167
63,5;7,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,796389
61,6;4,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,222222
61,5;4,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,166111
61,5;4,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;34,863889
65;11,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,318889
64,9;11,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,323056
57,9;9,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2
60,8;2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,986389
60,8;2,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,003611
60,8;2,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,037222
63,2;5,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,743056
66;12,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,790833
64,5;8,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,943333
64,6;9,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,271111
64,6;9,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,966667
70,6;32,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,206667
66,3;14,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;44,346111
58;8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,475
70,2;23,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,4025
62,8;6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,460278
62,8;6,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;11,0925
62,9;7,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,350278
59,2;5,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;12,127222
65,7;12,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,148333
