Lat;Lon;Time Range;Apparent Fishing hours
73,2;29,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,291944
73,3;29,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,995
73,2;29,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,36
73,3;29,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,951389
72,9;28,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,040556
72,9;29;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,245
72,9;29,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,145556
72,9;29,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,701944
72,8;28,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,011667
72,8;29,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,551111
72,7;29,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,251944
72,7;29,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,862778
73,2;29,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,695833
73;29,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,979444
72,9;29,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,212778
72,8;30;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,013889
71;24,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,441667
70,5;20,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,075556
70,1;20,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,25
70,6;16,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,988333
70,6;16,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,825556
69,1;14,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,153333
72,3;28,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,228611
72,3;29,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,185278
72;29,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,896944
68,4;14,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,001667
73,7;18,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,910278
73,7;19,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,171667
70,8;18,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,459167
70,8;19,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,981944
70,8;19,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;25,861944
70,6;23,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,626944
66,7;13,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,840556
72,6;17,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,236667
72,3;16,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,979722
72,2;19,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,930278
72,2;20;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,770556
72,1;19,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,515
69,6;16,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;22,469722
69,8;18,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,244444
69,8;18,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,708333
69,8;19,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,0725
72,6;16,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,194722
73,2;17;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,555833
73,1;17;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,093611
72,8;17;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,18
68,4;13,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;12,659167
70,6;21,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;24,042222
68,8;14,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,108056
71,7;21,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,010556
73,1;31,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,637778
71,6;30,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,728889
71,9;33,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,011667
71,9;33,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,464167
71,8;33,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,956667
71,8;33,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,996111
66,5;7,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;11,175833
67,1;8,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,521667
67;8,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;17,030556
67,3;8,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;12,398333
67,2;8,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,95
72,5;29;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,855278
72,6;29,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,355556
72,5;29,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,494722
72,5;28,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,988889
72,4;29,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,661944
72,5;29,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,300833
72,6;29,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,245556
72,4;29,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,850833
72,4;29,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,533611
72,4;29,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,4525
72,6;30,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,995
72,5;30;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,578889
72,4;30;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,044722
72,3;28,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,104722
72,2;29,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,65
72,3;30;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,4675
72,2;30;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,015556
72,3;30,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,994722
72,3;30,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,082778
66,7;12,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;34,046111
70,8;24;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,341111
70,6;16,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,441111
70,4;22,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,763333
69,7;16,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,271944
71;26,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;13,430556
67,2;8,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,472778
67,1;8,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,097222
67,1;9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,814722
67,1;9,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,235556
71,2;26,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;23,905
71,3;26,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,924444
73,8;31,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,076389
73,8;32,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;12,936111
73,7;32,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;18,393611
73,7;32,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,047222
73,9;19,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,7775
73,9;19,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,709167
73,9;19,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,107778
72,9;19,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,848333
72,8;19,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,644444
72,9;19,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,205833
72,8;20;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,716389
72,7;20;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,304444
72,7;20,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,951389
72,6;20,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,395278
72,6;20,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,764167
72,8;22,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,751111
72,7;21,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,025556
72,8;22,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,510833
72,6;22,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,981389
72,6;22,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,563056
72,5;22,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,157222
71,3;16,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,283889
71,2;16,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,864444
70,5;20,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,130278
70,8;16,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,846389
70,7;17;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,396944
68,7;14,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,815556
70,8;26,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,908889
70,5;17,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;33,796667
70,5;18,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;29,400833
70,3;17,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,575
70,7;23,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,587778
70,7;24,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,064444
70,6;24,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,933889
71,3;27,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,570833
73,7;18,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,021389
73,7;18,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,725
73,6;18,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,556944
70;19,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,645833
69,5;16,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,328333
69,3;16,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,750833
73,8;18,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,758333
73,8;18,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,091944
73,9;19,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,925278
71,9;33,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,559444
69,3;15,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,629444
71;27,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,709167
67,1;8,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,067222
66,9;8,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,0025
66,9;8,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,267778
66,9;8,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,349444
71,1;24,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;26,489722
68;12,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,398611
68,4;13,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,076389
70,6;16,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,859444
70,5;18,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,857222
70,5;18,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,714167
70,5;18,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,27
70,4;20;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,004722
70,5;20,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,750833
70,4;20,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,174444
70,3;19,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,809722
72,2;17,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,664167
72;17,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,685
72,2;17,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,209167
72,1;17,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,133056
72;17,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,555
72;18,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,559722
72,3;21,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,055833
72,2;22,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,962222
72,3;22,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,044722
72,3;22,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,016111
72,3;22,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,080556
72,2;22,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,087222
72,4;22,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,736389
72,2;23;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,085278
72,1;22,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,801389
72,1;22,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,826389
68,7;3,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,984444
68,5;4,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,033611
70,3;16,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,944722
70;19,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,416389
70,3;19,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,979444
70,1;20,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,562778
73,7;17,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,001389
73,6;18,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,646389
73,5;18,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,760556
73,7;18,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,986944
68,7;15;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,498889
67,8;10,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,663056
67,1;14;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,748889
66,6;12,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,885833
66,5;12,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,136389
66,5;13,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;31,108056
66,5;13,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;23,735833
67;14;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;35,940278
66,5;11,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,048333
69,9;18,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,449444
74,1;20,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,621667
74,1;20,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,980556
68,3;15,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,647222
72,4;23,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,278889
72,4;23,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,908333
72,5;23,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,356667
72,4;23,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,258056
72,5;24;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,558056
72,5;24,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,857222
72,5;24,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,530833
72,4;24,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,800556
72,5;24,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,843889
72,2;23,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,751389
71,6;25,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,484167
72,3;23,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,505
72,3;23,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,348611
72,1;26,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,169722
72,2;27,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,811944
72,1;27,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,3925
72,1;27,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,071111
72;27,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,09
71;25,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,510833
70,9;25,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,960278
67,7;14,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,546111
68;15,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,674444
68;15,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;13,828056
66,6;13;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,732778
69,3;19,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;76,611111
73,5;15,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,008056
73,2;16,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,020278
73,2;16,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,938333
73,2;16;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,024722
73,1;16,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,996944
71,8;25,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,971389
68,7;14,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,684722
71,6;31,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,983889
71,6;32,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,055
71,6;32,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,032778
71,6;33;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,961111
73,8;18,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,173611
73,8;19,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,677222
72,7;18,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,014167
73;18,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,594167
72,9;18,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,508056
72,9;18,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,325278
72,9;18,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,804167
72,8;18,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,200833
72,9;19;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,884444
72,9;18,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,718056
72,9;19,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,993889
72,9;19,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,381389
72,8;19,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,505833
72,9;19,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,510278
72,8;19,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,2675
72,7;18,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,936389
72,7;18,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,964722
72,6;19,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,253056
72,7;19,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,694722
72,7;19,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,755
72,7;19,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,111389
72,7;19,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,863333
70,6;22,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,449722
68,5;17,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;44,228889
68,4;17,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,574444
72,7;25,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,734444
72,7;25,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,734444
72,6;25,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,973056
72,4;25,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,75
72,8;25,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,728611
72,7;25,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,057222
72,7;25,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,05
72,8;25,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,799167
72,8;25,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,043056
72,6;25,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,025
72,5;25,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,073056
72,7;26,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,477222
72,6;26,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,318889
72,5;26,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,976111
72,4;26,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,000556
72,5;27,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,136944
72,1;25;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,57
71,9;24,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,816944
72,1;25,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,747222
72,1;25,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,379167
72,1;25,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,806667
68,2;14,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;13,456944
68,2;14,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;20,050278
67,5;15;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,116944
67,5;15,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,541944
67,4;15,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;64,770556
67,4;15,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,608056
72,1;27,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,920556
67,6;12,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;12,413056
67,5;12,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;18,591389
71,5;22,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,480278
71,4;22,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,996389
70,1;20,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,258333
68,5;16,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,950833
63,7;9,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,344167
65,2;12;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,152778
66,4;12,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;12,610833
65,7;12,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;39,949722
65,5;12,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,601389
60;5,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;15,683611
60;5,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,731667
58,9;10,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;96,670833
63,8;9,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;47,704167
63,8;9,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;15,653056
70,6;30,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;56,8025
